,"Tenean Beach, Dorchester: Bacterial Water Quality 2019",,,
,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,
,"Bacteria samples are collected at one location along the beach, and test results are available 24 hours later.",,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,
,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,
,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,
,      ▪  Enterococcus counts exceed 104 counts/100 mL limit;,,,
,      ▪  OR if daily rainfall exceeds 0.25 inches;,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge.",,,
,All results are in counts/100 mL and testing is performed by DCR.,,,
,,,,
,Swimming advisories will be issued due to either high Enterococcus counts or heavy rainfall.,,,
,"Weekly sampling by DCR began May 23, 2019; daily sampling began June 13, 2019. ",,,
,,,,
,, Daily Rainfall (in.),,Mid-beach
,,,,
,2019-05-23 00:00:00,0.12,,3
,2019-05-24 00:00:00,0,,18
,2019-05-30 00:00:00,0.23,,13
,2019-05-31 00:00:00,0.07,,108
,2019-06-01 00:00:00,0,,30
,2019-06-06 00:00:00,0.01,,21
,2019-06-07 00:00:00,0,,118
,2019-06-08 00:00:00,0,,30
,2019-06-10 00:00:00,0.14,,22
,2019-06-13 00:00:00,0.63,,35
,2019-06-14 00:00:00,0,,32
,2019-06-15 00:00:00,0,,52
,2019-06-16 00:00:00,0.11,,109
,2019-06-17 00:00:00,0,,63
,2019-06-18 00:00:00,0.1,,52
,2019-06-19 00:00:00,0,,35
,2019-06-20 00:00:00,0.37,,117
,2019-06-21 00:00:00,1.19,,>2600
,2019-06-22 00:00:00,Trace,,5172
,2019-06-23 00:00:00,0,,341
,2019-06-24 00:00:00,0,,216
,2019-06-25 00:00:00,0.13,,85
,2019-06-26 00:00:00,0,,110
,2019-06-27 00:00:00,0,,26
,2019-06-28 00:00:00,0,,38
,2019-06-29 00:00:00,1.65,,223
,2019-06-30 00:00:00,0.16,,1779
,2019-07-01 00:00:00,0,,1198
,2019-07-02 00:00:00,0,,37
,2019-07-03 00:00:00,0,,12
,2019-07-04 00:00:00,0,,2
,2019-07-05 00:00:00,0,,7
,2019-07-06 00:00:00,1.37,,85
,2019-07-07 00:00:00,0,,884
,2019-07-08 00:00:00,0,,218
,2019-07-09 00:00:00,0,,74
,2019-07-10 00:00:00,0,,119
,2019-07-11 00:00:00,0.02,,23
,2019-07-12 00:00:00,0.81,,138
,2019-07-13 00:00:00,0,,441
,2019-07-14 00:00:00,0,,63
,2019-07-15 00:00:00,0,,354
,2019-07-16 00:00:00,0,,52
,2019-07-17 00:00:00,0.43,,20
,2019-07-18 00:00:00,0.04,,>2600
,2019-07-19 00:00:00,0,,84
,2019-07-20 00:00:00,0,,30
,2019-07-21 00:00:00,0,,63
,2019-07-22 00:00:00,0.85,,185
,2019-07-23 00:00:00,1.03,,8164
,2019-07-24 00:00:00,Trace,,644
,2019-07-25 00:00:00,0,,70
,2019-07-26 00:00:00,0,,5
,2019-07-27 00:00:00,0,,<10
,2019-07-28 00:00:00,0,,20
,2019-07-29 00:00:00,0.01,,31
,2019-07-30 00:00:00,0,,<10
,2019-07-31 00:00:00,1.25,,20
,2019-08-01 00:00:00,0,,37
,2019-08-02 00:00:00,0,,12
,2019-08-03 00:00:00,Trace,,6
,2019-08-04 00:00:00,0,,10
,2019-08-05 00:00:00,0,,369
,2019-08-06 00:00:00,0,,20
,2019-08-07 00:00:00,1.9,,41
,2019-08-08 00:00:00,0.38,,103
,2019-08-09 00:00:00,0,,49
,2019-08-10 00:00:00,Trace,,495
,2019-08-11 00:00:00,0,,410
,2019-08-12 00:00:00,0,,10
,2019-08-13 00:00:00,Trace,,243
,2019-08-14 00:00:00,Trace,,993
,2019-08-15 00:00:00,0,,97
,2019-08-16 00:00:00,0,,10
,2019-08-17 00:00:00,Trace,,31
,2019-08-18 00:00:00,0.16,,52
,2019-08-19 00:00:00,0.01,,30
,2019-08-20 00:00:00,0,,74
,2019-08-21 00:00:00,0.08,,10
,2019-08-22 00:00:00,Trace,,14
,2019-08-23 00:00:00,Trace,,62
,2019-08-24 00:00:00,0,,122
,2019-08-25 00:00:00,Trace,,41
,2019-08-26 00:00:00,0,,52
,2019-08-27 00:00:00,0,,86
,2019-08-28 00:00:00,0.65,,52
,2019-08-29 00:00:00,0.3,,1100
