,"Carson Beach, South Boston",,,,,
,Bacteria Counts,,,,,
,,,,,,
,Spreadsheets are updated weekly if not sooner.,,,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 counts/100 mL.,,,,,
,,,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,,,
,      ▪  counts exceed 104 counts/100 mL limit at EITHER the McCormack Bathhouse or I St locations;,,,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,
,All results are in counts/100 mL and testing is performed by DCR.,,,,,
,,,,,,
,"Weekly sampling by DCR began May 23, 2013. Daily sampling began on June 19th and ended on August 30th. ",,,,,
,,,,,,
,, Daily Rain (in.),,McCormack Bathhouse,, I Street
,,,,,,
,2013-05-23 00:00:00,0.05,,<2,,6
,2013-05-30 00:00:00,0,,<2,,2
,2013-06-06 00:00:00,0.02,,<2,,<2
,2013-06-08 00:00:00,0.54,,14,,13
,2013-06-09 00:00:00,0,,2,,8
,2013-06-13 00:00:00,0.72,,<2,,4
,2013-06-14 00:00:00,1.02,,23,,35
,2013-06-15 00:00:00,0,,2,,20
,2013-06-20 00:00:00,0,,<2,,14
,2013-06-21 00:00:00,0,,<2,,2
,2013-06-22 00:00:00,0,,<10,,<10
,2013-06-23 00:00:00,Trace,,20,,<10
,2013-06-24 00:00:00,0.33,,4,,2
,2013-06-25 00:00:00,Trace,,<2,,60
,2013-06-26 00:00:00,0.04,,2,,4
,2013-06-27 00:00:00,0.03,,269,,52
,2013-06-28 00:00:00,0.45,,81,,24
,2013-06-29 00:00:00,0.07,,31,,121
,2013-06-30 00:00:00,0.11,,<10,,10
,2013-07-01 00:00:00,0.03,,<10,,41
,2013-07-02 00:00:00,Trace,,<2,,2
,2013-07-03 00:00:00,Trace,,17,,6
,2013-07-04 00:00:00,0,,No sampling,,
,2013-07-05 00:00:00,0,,<2,,<2
,2013-07-06 00:00:00,0,,<10,,<10
,2013-07-07 00:00:00,Trace,,<10,,<10
,2013-07-08 00:00:00,0.01,,28,,<2
,2013-07-09 00:00:00,Trace,,2,,<2
,2013-07-10 00:00:00,0.01,,43,,<2
,2013-07-11 00:00:00,0.17,,10,,2
,2013-07-12 00:00:00,0,,<2,,4
,2013-07-13 00:00:00,Trace,,7,,2
,2013-07-14 00:00:00,0,,97,,10
,2013-07-15 00:00:00,0,,31,,<10
,2013-07-16 00:00:00,0.01,,<10,,<10
,2013-07-17 00:00:00,0,,20,,<10
,2013-07-18 00:00:00,0,,8,,<2
,2013-07-19 00:00:00,0,,18,,7
,2013-07-20 00:00:00,0,,<10,,10
,2013-07-21 00:00:00,0.01,,30,,10
,2013-07-22 00:00:00,0,,10,,<10
,2013-07-23 00:00:00,1.76,,8,,<2
,2013-07-24 00:00:00,0,,2,,15
,2013-07-25 00:00:00,0.27,,<2,,<2
,2013-07-26 00:00:00,1,,51,,4
,2013-07-27 00:00:00,0,,<10,,51
,2013-07-28 00:00:00,0.01,,10,,20
,2013-07-29 00:00:00,0.33,,10,,20
,2013-07-30 00:00:00,0,,30,,<10
,2013-07-31 00:00:00,0,,<10,,20
,2013-08-01 00:00:00,Trace,,12,,8
,2013-08-02 00:00:00,0.13,,18,,13
,2013-08-03 00:00:00,0,,30,,31
,2013-08-04 00:00:00,Trace,,<10,,<10
,2013-08-05 00:00:00,0,,<10,,20
,2013-08-06 00:00:00,0,,<10,,20
,2013-08-07 00:00:00,0,,<2,,<2
,2013-08-08 00:00:00,0.07,,54,,17
,2013-08-09 00:00:00,1.62,,8,,10
,2013-08-10 00:00:00,0,,2,,<2
,2013-08-11 00:00:00,0,,2,,4
,2013-08-12 00:00:00,0,,<2,,<2
,2013-08-13 00:00:00,Trace,,<10,,63
,2013-08-14 00:00:00,0,,<10,,<10
,2013-08-15 00:00:00,0,,<2,,<2
,2013-08-16 00:00:00,0,,<2,,<2
,2013-08-17 00:00:00,0,,41,,<10
,2013-08-18 00:00:00,0,,<10,,<10
,2013-08-19 00:00:00,0,,41,,<10
,2013-08-20 00:00:00,0,,10,,<10
,2013-08-21 00:00:00,0,,40,,12
,2013-08-22 00:00:00,0,,2,,10
,2013-08-23 00:00:00,0,,<2,,4
,2013-08-24 00:00:00,0,,12,,17
,2013-08-25 00:00:00,0,,4,,2
,2013-08-26 00:00:00,0.01,,10,,20
,2013-08-27 00:00:00,0.01,,10,,10
,2013-08-28 00:00:00,0,,41,,52
,2013-08-29 00:00:00,Trace,,2,,<2
,2013-08-30 00:00:00,0,,2,,2
