,"Carson Beach, South Boston",,,,,
,Bacteria Counts,,,,,
,,,,,,
,Spreadsheets are updated by Wednesday of each week.,,,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 colonies/100 mL,,,,,
,,,,,,
,"Typically, DCR declares a swimming advisory for the following day if at least one site exceeds 104 colonies/100 mL",,,,,
,or the 5-day running geometric mean for all locations combined exceeds 35 colonies/100 mL,,,,,
,,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,
,All results are in colonies/100 mL,,,,,
,,,,,,
,"Sampling for the 2005 season ended September 2, 2005.",,,,,
,,,,,,
,, Rain (in.),,McCormack Bathhouse,, I Street
,,,,,,
,2005-06-16 00:00:00,0.13,,16,,24
,2005-06-17 00:00:00,0.01,,6,,48
,2005-06-23 00:00:00,0,,5,,6
,2005-06-24 00:00:00,0,,2,,2
,2005-06-30 00:00:00,0,,<2,,10
,2005-07-01 00:00:00,Trace,,<2,,18
,2005-07-02 00:00:00,0,,<5,,20
,2005-07-03 00:00:00,0,,<5,,110
,2005-07-04 00:00:00,0,,5,,<5
,2005-07-05 00:00:00,Trace,,<5,,<5
,2005-07-06 00:00:00,2.04,,30,,180
,2005-07-07 00:00:00,0,,840,,230
,2005-07-08 00:00:00,0.95,,56,,32
,2005-07-09 00:00:00,0.2,,<5,,20
,2005-07-10 00:00:00,0,,<5,,<5
,2005-07-11 00:00:00,0,,<5,,5
,2005-07-12 00:00:00,0,,<5,,<5
,2005-07-13 00:00:00,0,,10,,15
,2005-07-14 00:00:00,0,,2,,4
,2005-07-15 00:00:00,0,,<2,,<2
,2005-07-16 00:00:00,0,,140,,5
,2005-07-17 00:00:00,0,,35,,<5
,2005-07-18 00:00:00,0,,<5,,15
,2005-07-19 00:00:00,Trace,,5,,20
,2005-07-20 00:00:00,0,,<5,,15
,2005-07-21 00:00:00,0,,2,,2
,2005-07-22 00:00:00,0.15,,24,,2
,2005-07-23 00:00:00,0,,25,,<5
,2005-07-24 00:00:00,0,,<5,,5
,2005-07-25 00:00:00,0,,<5,,5
,2005-07-26 00:00:00,0,,<5,,20
,2005-07-27 00:00:00,Trace,,5,,<5
,2005-07-28 00:00:00,0,,<2,,4
,2005-07-29 00:00:00,0,,8,,2
,2005-07-30 00:00:00,0,,<5,,5
,2005-07-31 00:00:00,Trace,,<5,,<5
,2005-08-01 00:00:00,0.56,,<5,,10
,2005-08-02 00:00:00,0.01,,15,,25
,2005-08-03 00:00:00,Trace,,<5,,10
,2005-08-04 00:00:00,0,,14,,10
,2005-08-05 00:00:00,0.55,,<2,,6
,2005-08-06 00:00:00,0,,15,,10
,2005-08-07 00:00:00,0,,<5,,<5
,2005-08-08 00:00:00,0,,<5,,<5
,2005-08-09 00:00:00,0.02,,30,,No sample due to tide
,2005-08-10 00:00:00,0,,<5,,305
,2005-08-11 00:00:00,0.23,,13,,21
,2005-08-12 00:00:00,Trace,,354,,2
,2005-08-13 00:00:00,0.07,,1150,,750
,2005-08-14 00:00:00,0.6,,<5,,<5
,2005-08-15 00:00:00,0.13,,70,,40
,2005-08-16 00:00:00,0,,25,,5
,2005-08-17 00:00:00,0,,10,,25
,2005-08-18 00:00:00,0,,41,,13
,2005-08-19 00:00:00,0,,32,,8
,2005-08-20 00:00:00,0,,60,,<5
,2005-08-21 00:00:00,0,,5,,170
,2005-08-25 00:00:00,0,,10,,2
,2005-08-26 00:00:00,0,,2,,6
,2005-09-01 00:00:00,0,,13,,8
,2005-09-02 00:00:00,0,,<2,,25
