,"Malibu Beach, Dorchester: Bacterial Water Quality 2017",,,
,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,
,"Bacteria samples are collected at one location along the beach, and test results are available 24 hours later.",,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,
,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,
,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,
,      ▪  Enterococcus counts exceed 104 counts/100 mL limit;,,,
,      ▪  OR if daily rainfall exceeds 0.25 inches;,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,
,All results are in counts/100 mL and testing is performed by DCR.,,,
,,,,
,Swimming advisories will be issued due to either high Enterococcus counts or heavy rainfall.,,,
,"Weekly sampling by DCR began May 25, 2016. ",,,
,,,,
,, Daily Rainfall (in.),,Bathhouse
,,,,
,2017-05-25 00:00:00,0.63,,103
,2017-05-26 00:00:00,0.55,,331
,2017-05-27 00:00:00,0,,97
,2017-06-01 00:00:00,0.16,,3
,2017-06-02 00:00:00,0.01,,4
,2017-06-08 00:00:00,0,,43
,2017-06-09 00:00:00,0,,35
,2017-06-15 00:00:00,0,,6
,2017-06-16 00:00:00,2.13,,4
,2017-06-19 00:00:00,0.13,,10
,2017-06-20 00:00:00,0.03,,20
,2017-06-21 00:00:00,0,,52
,2017-06-22 00:00:00,0,,12
,2017-06-23 00:00:00,Trace,,43
,2017-06-24 00:00:00,0.08,,52
,2017-06-25 00:00:00,Trace,,2
,2017-06-26 00:00:00,0,,4
,2017-06-27 00:00:00,0.08,,110
,2017-06-28 00:00:00,0,,86
,2017-06-29 00:00:00,Trace,,25
,2017-06-30 00:00:00,0.07,,12
,2017-07-01 00:00:00,0.11,,41
,2017-07-02 00:00:00,Trace,,10
,2017-07-03 00:00:00,Trace,,<10
,2017-07-04 00:00:00,0,,41
,2017-07-05 00:00:00,0,,<10
,2017-07-06 00:00:00,0,,2
,2017-07-07 00:00:00,0.3,,10
,2017-07-08 00:00:00,0.4,,20
,2017-07-09 00:00:00,0,,86
,2017-07-10 00:00:00,Trace,,10
,2017-07-11 00:00:00,0.17,,31
,2017-07-12 00:00:00,1.33,,249
,2017-07-13 00:00:00,0.14,,7
,2017-07-14 00:00:00,0,,44
,2017-07-15 00:00:00,Trace,,<10
,2017-07-16 00:00:00,0,,<10
,2017-07-17 00:00:00,0,,10
,2017-07-18 00:00:00,0.12,,10
,2017-07-19 00:00:00,0,,98
,2017-07-20 00:00:00,Trace,,22
,2017-07-21 00:00:00,0,,27
,2017-07-22 00:00:00,Trace,,110
,2017-07-23 00:00:00,0,,52
,2017-07-24 00:00:00,1.41,,53
,2017-07-25 00:00:00,0.01,,615
,2017-07-26 00:00:00,0,,160
,2017-07-27 00:00:00,0.04,,48
,2017-07-28 00:00:00,0,,12
,2017-07-29 00:00:00,0,,<10
,2017-07-30 00:00:00,0,,<10
,2017-07-31 00:00:00,0,,20
,2017-08-01 00:00:00,0,,10
,2017-08-02 00:00:00,0.96,,<10
,2017-08-03 00:00:00,Trace,,2400
,2017-08-04 00:00:00,0,,18
,2017-08-05 00:00:00,0.16,,20
,2017-08-06 00:00:00,0,,85
,2017-08-07 00:00:00,Trace,,20
,2017-08-08 00:00:00,0,,31
,2017-08-09 00:00:00,0,,<10
,2017-08-10 00:00:00,0,,48
,2017-08-11 00:00:00,0,,23
,2017-08-12 00:00:00,0.1,,98
,2017-08-13 00:00:00,0,,<10
,2017-08-14 00:00:00,0,,<10
,2017-08-15 00:00:00,0,,10
,2017-08-16 00:00:00,0,,31
,2017-08-17 00:00:00,0,,7
,2017-08-18 00:00:00,0.24,,17
,2017-08-19 00:00:00,0.01,,41
,2017-08-20 00:00:00,0,,10
,2017-08-21 00:00:00,0,,31
,2017-08-22 00:00:00,0,,30
,2017-08-23 00:00:00,0.04,,265
,2017-08-24 00:00:00,0,,23
,2017-08-25 00:00:00,Trace,,20
,2017-08-26 00:00:00,0,,10
,2017-08-27 00:00:00,0,,<10
,2017-08-28 00:00:00,0,,<10
,2017-08-29 00:00:00,Trace,,<10
,2017-08-30 00:00:00,0.07,,10
,2017-08-31 00:00:00,0,,5
,2017-09-01 00:00:00,0,,13
,2017-09-02 00:00:00,0,,10
,2017-09-03 00:00:00,0.28,,20
