,"Constitution Beach, East Boston: Bacterial Water Quality 2015",,,,,,,
,,,,,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,,,,,
,"Bacteria samples are collected at several locations along the beach, and test results are available 24 hours later.",,,,,,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,,,,,
,,,,,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,,,,,
,      ▪  counts exceed 104 counts/100 mL limit at two or more locations;,,,,,,,
,      ▪  OR if daily rainfall exceeds 1 inch;,,,,,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,,,
,All results are in counts/100 mL and testing is performed by DCR.,,,,,,,
,,,,,,,,
,Swimming advisories will be issued due to either high Enterococcus counts or heavy rainfall.,,,,,,,
,"Weekly sampling by DCR began May 21, 2015. Daily sampling began June 14, 2015 and ended September 6, 2015.",,,,,,,
,,,,,,,,
,, Daily Rainfall (in.),,North Site,,Middle Site,,Recreation Ctr.
,,,,,,,,
,2015-05-21 00:00:00,0,,<2,,2,,<2
,2015-05-28 00:00:00,Trace,,<2,,4,,2
,2015-06-04 00:00:00,0,,12,,5,,6
,2015-06-11 00:00:00,0,,16,,6,,<2
,2015-06-12 00:00:00,0,,2,,4,,8
,2015-06-13 00:00:00,Trace,,10,,<10,,<10
,2015-06-14 00:00:00,0,,<10,,10,,<10
,2015-06-15 00:00:00,0.4,,<10,,10,,20
,2015-06-16 00:00:00,Trace,,<10,,<10,,<10
,2015-06-17 00:00:00,0,,<2,,<2,,<2
,2015-06-18 00:00:00,0,,4,,10,,2
,2015-06-19 00:00:00,0,,4,,<2,,<2
,2015-06-20 00:00:00,0.04,,<10,,<10,,<10
,2015-06-21 00:00:00,1.72,,738,,771,,845
,2015-06-22 00:00:00,0,,586,,1220,,2310
,2015-06-23 00:00:00,0.01,,<10,,10,,31
,2015-06-24 00:00:00,0,,<10,,<10,,<10
,2015-06-25 00:00:00,0,,13,,8,,7
,2015-06-26 00:00:00,Trace,,5,,2,,4
,2015-06-27 00:00:00,0.2,,<10,,<10,,<10
,2015-06-28 00:00:00,1.43,,318,,457,,472
,2015-06-29 00:00:00,0,,583,,345,,298
,2015-06-30 00:00:00,0,,41,,<10,,31
,2015-07-01 00:00:00,0.54,,30,,426,,146
,2015-07-02 00:00:00,0,,21,,15,,10
,2015-07-03 00:00:00,0,,2,,4,,2
,2015-07-05 00:00:00,0,,<2,,<2,,4
,2015-07-06 00:00:00,0,,10,,31,,<10
,2015-07-07 00:00:00,0.02,,201,,20,,10
,2015-07-08 00:00:00,Trace,,20,,10,,311
,2015-07-09 00:00:00,0.15,,5,,2,,15
,2015-07-10 00:00:00,0.12,,129,,254,,262
,2015-07-11 00:00:00,0,,<10,,<10,,<10
,2015-07-12 00:00:00,0,,10,,10,,10
,2015-07-13 00:00:00,0,,10,,<10,,<10
,2015-07-14 00:00:00,0.03,,52,,<10,,31
,2015-07-15 00:00:00,Trace,,<10,,<10,,<10
,2015-07-16 00:00:00,0,,<2,,2,,2
,2015-07-17 00:00:00,Trace,,12,,<2,,<2
,2015-07-18 00:00:00,0.14,,31,,31,,31
,2015-07-19 00:00:00,Trace,,63,,20,,<10
,2015-07-20 00:00:00,Trace,,10,,<10,,10
,2015-07-21 00:00:00,Trace,,<10,,<10,,20
,2015-07-22 00:00:00,0,,20,,20,,20
,2015-07-23 00:00:00,0,,2,,8,,2
,2015-07-24 00:00:00,0.01,,<2,,<2,,<2
,2015-07-25 00:00:00,0,,<10,,<10,,<10
,2015-07-26 00:00:00,Trace,,31,,<10,,<10
,2015-07-27 00:00:00,0.06,,10,,<10,,<10
,2015-07-28 00:00:00,0,,30,,<10,,10
,2015-07-29 00:00:00,0,,199,,134,,10
,2015-07-30 00:00:00,0.02,,7,,10,,10
,2015-07-31 00:00:00,0,,146,,98,,170
,2015-08-01 00:00:00,Trace,,21,,6,,4
,2015-08-02 00:00:00,0,,<2,,2,,<2
,2015-08-03 00:00:00,0,,7,,<2,,<2
,2015-08-04 00:00:00,0.49,,97,,85,,233
,2015-08-05 00:00:00,0,,62,,148,,10
,2015-08-06 00:00:00,0,,2,,<2,,<2
,2015-08-07 00:00:00,0,,8,,<2,,6
,2015-08-08 00:00:00,0,,31,,10,,<10
,2015-08-09 00:00:00,0,,63,,11,,52
,2015-08-10 00:00:00,0,,30,,<10,,31
,2015-08-11 00:00:00,0.83,,906,,2282,,86
,2015-08-12 00:00:00,0,,30,,10,,31
,2015-08-13 00:00:00,0,,10,,18,,2
,2015-08-14 00:00:00,0,,<2,,<2,,<2
,2015-08-15 00:00:00,0.08,,<10,,10,,<10
,2015-08-16 00:00:00,0,,10,,52,,10
,2015-08-17 00:00:00,0,,20,,<10,,<10
,2015-08-18 00:00:00,0.14,,<10,,10,,31
,2015-08-19 00:00:00,0,,52,,97,,121
,2015-08-20 00:00:00,0,,41,,33,,14
,2015-08-21 00:00:00,0.63,,2,,20,,6
,2015-08-22 00:00:00,Trace,,41,,109,,52
,2015-08-23 00:00:00,0.02,,<10,,10,,10
,2015-08-24 00:00:00,Trace,,<10,,<10,,10
,2015-08-25 00:00:00,0,,<10,,20,,10
,2015-08-26 00:00:00,Trace,,<10,,41,,<10
,2015-08-27 00:00:00,0,,<2,,2,,4
,2015-08-28 00:00:00,0,,4,,5,,8
,2015-08-29 00:00:00,0,,10,,<10,,<10
,2015-08-30 00:00:00,0,,<10,,10,,10
,2015-08-31 00:00:00,0,,7,,<2,,<2
,2015-09-01 00:00:00,0,,15,,2,,2
,2015-09-02 00:00:00,0,,<2,,2,,<2
,2015-09-03 00:00:00,0.01,,13,,10,,15
,2015-09-04 00:00:00,Trace,,12,,4,,4
,2015-09-05 00:00:00,0,,31,,30,,20
,2015-09-06 00:00:00,0,,<10,,<10,,20
