,2020-07-30 00:00:00,0,,5,,28,,2,,8
,2020-07-31 00:00:00,0,,7,,33,,6,,5
,2020-08-01 00:00:00,0,,10,,<10 ,,20,,<10 
,2020-08-02 00:00:00,0.07,,20,,20,,<10 ,,<10 
,2020-08-03 00:00:00,0,,10,,<10  ,,52,,10
,2020-08-04 00:00:00,0.17,,<10 ,,10,,<10 ,,20
,2020-08-05 00:00:00,0,,<10 ,,74,,243,,<10
,2020-08-06 00:00:00,0,,79,,323,,20,,62
,2020-08-07 00:00:00,0,,700,,280,,49,,300
,2020-08-08 00:00:00,0,,331,,228,,86,,789
,2020-08-09 00:00:00,0,,<10,,<10,,52,,<10
,2020-08-10 00:00:00,0,,<10,,<10,,<10,,10
,2020-08-11 00:00:00,0,,10,,246,,10,,<10
,2020-08-12 00:00:00,0,,<10,,10,,<10,,10
,2020-08-13 00:00:00,0,,3,,315,,51,,23
,2020-08-14 00:00:00,0,,87,,46,,10,,15
,2020-08-15 00:00:00,Trace,,233,,187,,<10,,185
,2020-08-16 00:00:00,0.16,,146,,20,,41,,<10
,2020-08-17 00:00:00,0.08,,836,,1860,,1400,,175
,2020-08-18 00:00:00,0.16,,52,,74,,63,,20
,2020-08-19 00:00:00,0.06,,20,,30,,63,,<10
,2020-08-20 00:00:00,0,,13,,15,,32,,87
,2020-08-21 00:00:00,0,,2,,2,,4,,<2
,2020-08-22 00:00:00,Trace ,,<10,,20,,20,,20
,2020-08-23 00:00:00,1.33,,31,,20,,30,,20
,2020-08-24 00:00:00,0,,171,,121,,275,,86
,2020-08-25 00:00:00,0,,<10,,771,,10,,10
,2020-08-26 00:00:00,0,,<10,,31,,10,,10
,2020-08-27 00:00:00,0,,<2,,3,,4,,2
,2020-08-28 00:00:00,0,,<2,,35,,22,,45
,2020-08-29 00:00:00,0,,20,,10,,10,,278
,2020-08-30 00:00:00,0,,134,,<10,,20,,132
,2020-08-31 00:00:00,0,,<10,,31,,<10,,<10
