,2018-08-12 00:00:00,1.38,,608,,777,,1470,,400
,2018-08-13 00:00:00,0.29,,65,,129,,144,,24
,2018-08-14 00:00:00,0.01,,60,,5,,8,,<2
,2018-08-15 00:00:00,0,,30,,10,,10,,<10
,2018-08-16 00:00:00,0,,32,,12,,300,,10
,2018-08-17 00:00:00,0.2,,8,,27,,13,,13
,2018-08-18 00:00:00,0.13,,10,,<10,,20,,<10
,2018-08-19 00:00:00,0.01,,404,,275,,74,,20
,2018-08-20 00:00:00,0,,98,,86,,31,,10
,2018-08-21 00:00:00,0,,30,,63,,<10,,10
,2018-08-22 00:00:00,0.5,,<10,,10,,<10,,51
,2018-08-23 00:00:00,Trace,,25,,75,,94,,137
,2018-08-24 00:00:00,0,,<2,,10,,30,,2
,2018-08-25 00:00:00,0,,20,,10,,10,,20
,2018-08-26 00:00:00,0,,<10,,31,,<10,,10
,2018-08-27 00:00:00,0,,<10,,10,,20,,20
,2018-08-28 00:00:00,0,,<10,,10,,<10,,<10
,2018-08-29 00:00:00,0,,<10,,31,,<10,,<10
,2018-08-30 00:00:00,0,,<2,,3,,5,,<2
,2018-08-31 00:00:00,0,,18,,114,,12,,12
,2018-09-01 00:00:00,0,,20,,30,,<10,,<10
,2018-09-02 00:00:00,0,,20,,84,,41,,84
