,"Carson Beach, South Boston",,,,,
,Bacteria Counts,,,,,
,,,,,,
,Spreadsheets are updated by Wednesday of each week.,,,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 colonies/100 mL,,,,,
,,,,,,
,"Typically, DCR declares a swimming advisory for the following day if at least one site exceeds 104 colonies/100 mL",,,,,
,or the 5-day running geometric mean for all locations combined exceeds 35 colonies/100 mL,,,,,
,,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,
,All results are in colonies/100 mL,,,,,
,,,,,,
,Daily sampling ended August 21.  The last sample for the season was September 3.,,,,,
,,,,,,
,, Rain (in.),,McCormack Bathhouse,, I Street
,,,,,,
,2004-06-17 00:00:00,0.01,,4,,42
,2004-06-18 00:00:00,0.09,,18,,10
,2004-06-24 00:00:00,0,,6,,8
,2004-06-25 00:00:00,0.2,,8,,32
,2004-07-01 00:00:00,0.11,,14,,184
,2004-07-02 00:00:00,0.7,,28,,113
,2004-07-05 00:00:00,0.88,,10,,50
,2004-07-06 00:00:00,0,,150,,25
,2004-07-07 00:00:00,0,,5,,<5
,2004-07-08 00:00:00,0.06,,8,,35
,2004-07-09 00:00:00,Trace,,16,,2
,2004-07-10 00:00:00,0,,<5,,<5
,2004-07-11 00:00:00,0,,<5,,5
,2004-07-12 00:00:00,0,,15,,<5
,2004-07-13 00:00:00,0.17,,10,,5
,2004-07-14 00:00:00,0.44,,25,,5
,2004-07-15 00:00:00,0,,180,,29
,2004-07-16 00:00:00,0,,12,,2
,2004-07-17 00:00:00,0,,<5,,10
,2004-07-18 00:00:00,Trace,,10,,<5
,2004-07-19 00:00:00,0.04,,15,,5
,2004-07-20 00:00:00,0,,<5,,
,2004-07-21 00:00:00,0,,<5,,<5
,2004-07-22 00:00:00,0,,5,,27
,2004-07-23 00:00:00,0,,8,,18
,2004-07-24 00:00:00,1.2,,<5,,<5
,2004-07-25 00:00:00,Trace,,35,,15
,2004-07-26 00:00:00,0,,5,,<5
,2004-07-27 00:00:00,0.06,,20,,5
,2004-07-28 00:00:00,0.21,,75,,20
,2004-07-29 00:00:00,0,,75,,200
,2004-07-30 00:00:00,0,,16,,26
,2004-07-31 00:00:00,0,,35,,140
,2004-08-01 00:00:00,Trace,,10,,500
,2004-08-02 00:00:00,0,,10,,35
,2004-08-03 00:00:00,0,,<5,,95
,2004-08-04 00:00:00,Trace,,<5,,<5
,2004-08-05 00:00:00,0.34,,2,,27
,2004-08-06 00:00:00,0,,20,,14
,2004-08-07 00:00:00,0,,20,,15
,2004-08-08 00:00:00,0,,<5,,<5
,2004-08-09 00:00:00,0,,<5,,<5
,2004-08-10 00:00:00,0,,10,,5
,2004-08-11 00:00:00,0,,<5,,<5
,2004-08-12 00:00:00,0.55,,2,,<2
,2004-08-13 00:00:00,0.8,,1400,,92
,2004-08-14 00:00:00,0.01,,20,,20
,2004-08-15 00:00:00,1.01,,70,,35
,2004-08-16 00:00:00,0.13,,35,,45
,2004-08-17 00:00:00,0.03,,15,,5
,2004-08-18 00:00:00,0,,<5,,45
,2004-08-19 00:00:00,Trace,,2,,16
,2004-08-20 00:00:00,0.11,,6,,4
,2004-08-21 00:00:00,1.05,,10,,15
,2004-08-26 00:00:00,0,,4,,30
,2004-08-27 00:00:00,0,,25,,13
,2004-09-02 00:00:00,0,,14,,14
,2004-09-03 00:00:00,0,,4,,<2
