,"Malibu Beach, Dorchester: Bacterial Water Quality 2018",,,
,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,
,"Bacteria samples are collected at one location along the beach, and test results are available 24 hours later.",,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,
,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,
,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,
,      ▪  Enterococcus counts exceed 104 counts/100 mL limit;,,,
,      ▪  OR if daily rainfall exceeds 0.25 inches;,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,
,All results are in counts/100 mL and testing is performed by DCR.,,,
,,,,
,Swimming advisories will be issued due to either high Enterococcus counts or heavy rainfall.,,,
,"Weekly sampling by DCR began May 25, 2018; daily sampling began June 7, 2018. Sampling ended September 2, 2018.",,,
,,,,
,, Daily Rainfall (in.),,Bathhouse
,,,,
,2018-05-25 00:00:00,0,,4
,2018-05-31 00:00:00,0,,<2
,2018-06-01 00:00:00,0.01,,2
,2018-06-07 00:00:00,0,,<2
,2018-06-08 00:00:00,Trace,,4
,2018-06-09 00:00:00,0,,2
,2018-06-10 00:00:00,0,,<2
,2018-06-11 00:00:00,0,,2
,2018-06-12 00:00:00,0,,14
,2018-06-13 00:00:00,Trace,,8
,2018-06-14 00:00:00,0,,11
,2018-06-15 00:00:00,Trace,,47
,2018-06-16 00:00:00,0,,2
,2018-06-17 00:00:00,0,,7
,2018-06-18 00:00:00,0.13,,10
,2018-06-19 00:00:00,0.01,,1050
,2018-06-20 00:00:00,0,,20
,2018-06-21 00:00:00,0,,<2
,2018-06-22 00:00:00,0,,4
,2018-06-23 00:00:00,Trace,,31
,2018-06-24 00:00:00,0.26,,<10
,2018-06-25 00:00:00,0.33,,41
,2018-06-26 00:00:00,0,,<10
,2018-06-27 00:00:00,0.09,,10
,2018-06-28 00:00:00,1.16,,2
,2018-06-29 00:00:00,0,,10
,2018-06-30 00:00:00,0,,20
,2018-07-01 00:00:00,0,,226
,2018-07-02 00:00:00,0,,<10
,2018-07-03 00:00:00,0.01,,<10
,2018-07-04 00:00:00,0,,10
,2018-07-05 00:00:00,0,,3
,2018-07-06 00:00:00,0.35,,10
,2018-07-07 00:00:00,0,,20
,2018-07-08 00:00:00,0,,52
,2018-07-09 00:00:00,0,,10
,2018-07-10 00:00:00,Trace,,10
,2018-07-11 00:00:00,0.19,,218
,2018-07-12 00:00:00,0,,14
,2018-07-13 00:00:00,0,,10
,2018-07-14 00:00:00,0.31,,12
,2018-07-15 00:00:00,0.01,,8
,2018-07-16 00:00:00,0,,<10
,2018-07-17 00:00:00,2.68,,74
,2018-07-18 00:00:00,0.06,,1110
,2018-07-19 00:00:00,0,,22
,2018-07-20 00:00:00,0,,25
,2018-07-21 00:00:00,0,,10
,2018-07-22 00:00:00,0.17,,20
,2018-07-23 00:00:00,0.03,,<10
,2018-07-24 00:00:00,0,,20
,2018-07-25 00:00:00,0.14,,<10
,2018-07-26 00:00:00,0.6,,2
,2018-07-27 00:00:00,0,,23
,2018-07-28 00:00:00,0,,10
,2018-07-29 00:00:00,0,,<10
,2018-07-30 00:00:00,0,,10
,2018-07-31 00:00:00,0,,10
,2018-08-01 00:00:00,Trace,,10
,2018-08-02 00:00:00,Trace,,2
,2018-08-03 00:00:00,0.06,,4
,2018-08-04 00:00:00,0.64,,10
,2018-08-05 00:00:00,0,,41
,2018-08-06 00:00:00,0,,10
,2018-08-07 00:00:00,0,,10
,2018-08-08 00:00:00,0.98,,31
,2018-08-09 00:00:00,0.06,,81
,2018-08-10 00:00:00,0,,33
,2018-08-11 00:00:00,0.39,,121
,2018-08-12 00:00:00,1.38,,176
,2018-08-13 00:00:00,0.29,,156
,2018-08-14 00:00:00,0.01,,75
,2018-08-15 00:00:00,0,,52
,2018-08-16 00:00:00,0,,108
,2018-08-17 00:00:00,0.2,,13
,2018-08-18 00:00:00,0.13,,41
,2018-08-19 00:00:00,0.01,,31
,2018-08-20 00:00:00,0,,20
,2018-08-21 00:00:00,0,,20
,2018-08-22 00:00:00,0.5,,<10
,2018-08-23 00:00:00,Trace,,7
,2018-08-24 00:00:00,0,,2
,2018-08-25 00:00:00,0,,20
,2018-08-26 00:00:00,0,,<10
,2018-08-27 00:00:00,0,,<10
,2018-08-28 00:00:00,0,,<10
,2018-08-29 00:00:00,0,,10
,2018-08-30 00:00:00,0,,4
,2018-08-31 00:00:00,0,,16
,2018-09-01 00:00:00,0,,<10
,2018-09-02 00:00:00,0,,<10
